Id,Price
4567,165950.38228279055
5925,121686.15088469298
960,135765.6227410999
3848,148575.92748732763
746,178053.12875693158
868,376987.2456986262
672,116960.28009726202
2471,195040.0267165111
4510,120102.74397225637
8354,216559.14339151568
6393,183669.35701156285
13270,231787.99393296466
5250,281210.7252286908
16751,168521.71400522004
11404,127790.21578161223
10588,339855.24026447884
14925,191898.57615070062
6791,248425.0466263511
16097,206063.61633463987
16428,361257.6048105979
6945,334858.1210341128
3190,186498.7039049027
15709,460539.6510295387
13155,175917.18850417936
7675,211775.0615524595
14686,226696.23794290653
609,164411.2422738566
11155,142395.96138242903
10869,202948.0863911094
15742,182526.008074772
9245,179538.84018352724
3340,190004.8160963716
2359,270729.3103865171
8070,216464.61799756493
13707,137312.35405419258
16079,274271.1644050856
15937,283244.5549787714
14090,173240.85689093807
9008,208947.47028116512
16384,185669.92336395127
11657,241864.56713405653
13151,145463.05405397844
8990,195172.056859892
11857,195925.6262086086
1565,140382.4047195141
8174,116461.69204580925
9247,229819.96346700672
10478,216986.8342079879
15509,148467.31074588574
8306,170752.79434370252
6642,188813.18610511944
7472,214162.79676492844
15989,137113.39218653642
13682,128131.8089659081
163,279866.80327464856
7076,173640.10967563282
7478,323897.32752163964
3029,192472.14103153575
1814,149884.1787595023
10057,144196.2396855809
15100,194582.76449911325
12694,237568.67275141165
6291,178812.96815932225
12603,195490.4176257392
3218,251596.7378094936
13456,132182.07021506818
10170,248006.89160328906
4530,143563.05454453125
13329,162006.714130475
4820,142069.8852817271
10896,167107.46685353
13416,114467.15786426773
2701,219045.38871523936
11265,312365.227413489
9189,262075.53627872438
1858,175323.07757572143
14536,237563.33760623098
6199,290763.44428674056
14730,152045.05674802628
7510,276740.9325599116
15505,165836.57187672183
7446,170621.26290184175
14016,182350.8997000147
14113,106239.08363811346
8721,293991.95330905786
6193,293000.046177595
5717,180944.2441824111
5427,294685.21028806997
9520,532880.7397642062
6869,101370.30308709065
1658,143341.72116906056
6639,207713.90462396469
6283,179998.1618082807
6257,124335.03256438738
15235,188757.39498415904
902,216209.12031763495
8932,202631.46606938864
16469,315739.37739987124
2825,260971.80408442297
6450,450890.41390237754
11366,179687.88011571535
3801,349600.8325107928
11385,199563.009861034
1079,196700.81497277343
3202,246706.5525778081
676,199390.99824671328
6185,291605.76162814524
7730,166778.5416735961
2573,181105.57413125227
10978,206848.75454590694
10962,250561.57052806893
8870,212698.69347189926
8496,186437.1336015604
5517,174415.85429230967
927,191771.16759494878
13675,206387.83067206756
1499,226249.28173627847
15536,330952.2780887989
8602,332023.8062229876
12137,443218.03974142857
9865,255658.43519044283
16353,285849.35249697487
15908,229055.3373829871
3944,178154.81948437286
10359,205311.8789650988
15158,228468.38392326285
3259,271858.84733003465
7220,340319.0195986737
13843,221318.54948031713
16736,181042.96405057237
702,238400.4467372894
16401,97727.99504318731
12134,173256.92342484088
6918,204549.72490101404
11792,164570.45804803426
3798,138873.57456395729
10395,123908.52598911869
11099,125166.44007806221
7090,195217.7533783177
11260,193922.02791700274
9647,203029.96902502343
2903,376874.18805164454
2071,182783.3058088111
8604,192288.79158168033
9346,207910.16212417436
3945,205532.3878530744
3420,140777.41501765657
10842,129650.0758430405
725,157630.7656447306
13931,202922.68548754972
16330,236935.4797691691
9066,410177.71383273246
3326,325916.0688479945
1556,276693.1337070564
6579,101316.03126967412
13877,140663.5863364365
9857,329632.84930851
7302,258829.3855025185
5684,184888.1779008923
6513,238761.15566011003
11342,116800.55982952593
16561,240417.95962067033
6885,178173.57334255442
9308,184313.59885705393
2559,164804.8939286942
6648,185329.2463855805
15260,165384.31015026313
5113,183281.04281427662
16492,196294.17164532642
12034,284888.4719609115
7248,190145.70755322778
2171,218136.5623220461
10594,169795.10425945203
13241,195629.97846845028
7032,144318.1970453055
4884,168949.67980532645
903,234694.71527398415
162,159761.70661840614
6566,240166.9962875168
8249,119522.97571542054
13106,211124.35338244296
256,120333.83119496217
7976,167673.07052264336
8575,174647.37344784048
7591,314840.02785982983
3204,265001.6526399303
15804,188203.57283759068
1525,290488.2552669657
9038,198145.00500302308
13628,195839.03607749977
10016,197969.16794964214
10208,232843.06744287163
2008,200331.98711877965
13029,187640.1840058867
5099,126337.62971386765
9923,300247.20711781783
9461,136768.2663756067
11086,153386.0272746773
15057,242321.99591908068
10689,170203.99471461456
2053,233360.4480441391
16630,159660.44910546025
4985,166775.64935394778
13881,256011.65666606557
13225,200724.2061610397
5779,67092.01479283992
10262,189917.85792051232
10762,231351.8632782776
9513,208906.61514648213
11128,152484.1312172553
2074,317242.8373508436
933,197103.17007535498
2780,192109.55293186157
6594,117090.40998572302
15394,376093.9969599577
14863,129020.303206213
6698,219829.21669800076
1611,298884.80133573903
174,189432.96521573025
5160,228124.87142163818
3295,333769.73952006974
4559,367509.1246801935
8254,180492.912374371
10228,103306.86408795016
13924,137875.76674294175
15341,249222.6956766353
4353,191680.1442221261
4334,67330.04629029009
1872,161783.28954448755
7823,174344.80702573687
310,148387.97809567658
3704,247899.7381780569
11615,211070.25052732957
6605,209842.33980946615
3381,191664.39371129728
2143,142966.8308732272
3191,256569.9436794594
13980,152849.22787058225
15613,161641.01335975697
10943,240927.50479964903
9654,154799.9653232275
16053,492591.35188120435
14931,219074.81574247827
8299,211780.78214698326
2147,169583.9630208045
11567,415736.55258714507
5905,136110.9609353209
11160,112107.08942102459
8275,149339.57499502704
16398,292804.6512271382
11229,193921.16801019362
10309,166258.56001109563
7340,273212.3846063765
7653,168147.19425036066
272,178059.18911567266
9831,238487.90268468254
5016,148145.48048718818
5968,74810.51377499214
796,249641.18523095193
12123,133471.79721093408
16629,212390.0502964392
2637,167648.89494368716
6194,221399.11711395785
6216,407938.44559876143
14346,162309.6891230987
6428,132956.35340782275
2891,213289.9952726789
84,177738.06004591007
9260,185859.48559862268
15250,135480.81996394668
2348,204689.82802010796
10427,283811.72841311706
13230,254547.21106600904
1691,171476.7822027082
8803,129842.46775862752
5464,200363.1596313785
10559,115203.77113060186
16787,308454.9690890096
4278,155263.99712218737
6183,168834.80273473644
12775,164936.08000046562
10104,168303.38575752222
13663,176552.50175779502
9404,234953.82296735674
14724,202760.5810584018
10040,176761.76068046663
4646,193408.4735202232
4754,154405.08013453954
3310,219707.12865546276
2003,195331.20566597546
7312,264934.1807392327
10921,229620.00157634224
13419,275712.08969720197
10105,168062.08284690022
2196,362812.24499121105
12659,225537.50406262296
4380,233256.5732325731
10847,147242.3207994982
10805,294817.7267242405
8709,98252.93429697893
8319,174721.9985859127
2215,179409.86414454388
7000,206895.40784170627
7701,110515.13006075201
9678,187169.41846992067
14026,191052.47525847077
7971,171267.0957787542
13734,142263.47553318553
16483,197796.59514146193
6150,215687.93149186549
2931,270704.1820140459
5418,191957.54607542043
1662,554853.3140078975
2441,218623.69275926
669,137309.4541294805
7734,174965.1382830643
6010,243209.25130470056
266,139119.20726289556
632,143779.79507078094
16221,102551.59784467565
11832,178806.9930144529
5035,109531.66143716786
37,112692.99801306635
6168,182341.11541811653
11757,175979.4716071244
8086,120642.17379948829
6529,220345.0198210937
15121,188089.13638134647
13904,146944.7750259976
3711,162615.40685402032
16563,119986.19569781735
14494,168113.20019893756
3006,225481.8410274514
15299,132493.32118357968
92,293471.39799741056
8066,185627.43991485727
16071,210731.30908440438
10662,130715.916353901
3883,236337.21924561943
5511,120362.43247486746
2821,253093.28128185798
9570,190054.43671933012
4326,253287.78818972572
9251,241939.71222900794
9031,202226.7612030058
12689,162733.36787485023
16380,256053.15729364046
1053,237550.48360086724
4568,196946.69536120244
16140,115803.9444644248
14356,386486.29759717686
8466,178706.43455131055
15652,138636.3430904002
3285,108114.41184168571
3198,168594.77953839954
14088,443482.2665739514
2268,132098.79038519977
15472,203487.98310397228
1203,229546.63514715992
7157,333615.24248892465
6886,179194.01328828395
5083,239533.7990695512
7467,113316.8630391918
14068,207241.48942559856
2080,180356.65681669896
10865,150230.0435015832
13516,181420.5029015967
14150,214991.1177750368
7609,100423.53661587388
2144,307595.70201466256
10357,203453.80780496352
2396,251479.16325556088
1526,262933.3579799764
10890,238804.19493533883
8638,384977.35995921976
6050,281793.2561934636
7639,104213.27423558613
10544,181757.85705301614
9577,268150.6161726901
13195,212784.50110926043
3484,199666.99795937436
16668,402430.18606320495
7171,177782.27736500278
8547,215758.29142463606
12735,216441.3818219609
9093,188568.4898046229
15323,317573.02002621564
14897,141863.11361046863
5135,137858.66187151085
5327,195622.518113017
13133,265604.5098088121
1676,280658.7496855644
16296,293186.68881960085
1095,139356.03181823183
12528,160642.18447114612
7348,282361.5697701119
11663,166484.3382459263
1803,217901.7743367348
1510,216034.47834247924
16045,210025.47699448295
2900,143168.50866352353
3236,168112.05348851773
1318,204009.287229416
14948,220764.64450719397
7840,281918.23742207093
15325,183760.36562748492
8700,136199.69541718648
15706,198060.9300440261
14449,187959.30712744
16117,158083.681148568
4529,179045.03836460414
11199,194909.11799159748
4052,349937.9098978833
821,212231.01036039495
68,249073.7354749877
554,115300.9909759984
452,184066.7389493561
11394,330971.91101327894
11393,180125.05201312952
9535,178038.4398810531
4024,183068.33408532108
10069,194722.96500472035
12007,163171.86784765913
12368,316531.733612635
1259,338422.161363413
1124,328025.62083500944
3707,183667.02043113715
8767,166269.44214123546
1919,161321.70858135363
16741,153865.59334480134
6664,289170.1000970829
5688,357186.69412659697
7799,151795.79641973565
14843,337434.7857625331
7532,169982.55825600334
8133,168379.43296337622
6264,332957.43865033827
4125,160591.66560884687
2410,163142.24709977687
13607,207154.0957267098
1716,280322.8058433076
1370,131087.9229982255
2273,402760.71200643835
15298,341604.47387050564
4284,263263.66505111963
